"","X","Y"
"1",-0.895250889141557,-0.234923525765402
"2",-1.5624543274753,-0.885175993044695
"3",-0.417089883126492,0.271888018049829
"4",1.04435572526951,-0.734197504067649
"5",-0.315568406681027,0.841983429961188
"6",-1.73712384902476,-2.03719104074984
"7",1.96641315717111,1.45295666192369
"8",2.1528678980109,-0.434138628179502
"9",-0.0812080267602958,1.45080850218963
"10",-0.891781794029037,0.821016234539977
"11",-0.293201702010266,-1.04239112183501
"12",0.50577917106943,0.608477825846609
"13",0.52675125409276,-0.222493343282789
"14",1.06646932095091,1.2313566752569
"15",0.294015895063748,0.628589480036184
"16",0.0425492997633765,-1.26757361755317
"17",1.83096958062302,-0.572751605498511
"18",-0.32693749887808,-0.487472465045569
"19",0.521480415807099,2.56598528732423
"20",1.39986834733422,-0.35783612748179
"21",-0.645447596468841,-1.41243138949505
"22",-0.904351878449744,-0.568304791041892
"23",-1.76458606961956,-0.746272562068363
"24",-1.81048463818975,0.493747359351401
"25",-1.16989891378141,-2.72528149494243
"26",-0.685375735369436,-0.457615734339251
"27",1.09091803183517,0.0144945075275287
"28",-0.432340114040807,-0.399831023509433
"29",0.268814775370724,-0.201608350198064
"30",-0.851840753541132,-1.74182928585454
"31",-1.49708417203583,-0.826033329437587
"32",0.0887747459974043,-0.887360712723633
"33",-1.60172430963135,-0.695299045952921
"34",-1.24685724025742,-1.52958488449121
"35",-1.06298912830654,-0.110637447363915
"36",-0.26628305530967,0.0451634696288592
"37",1.67658383263088,2.5200528826286
"38",0.119572571440877,0.535542781034257
"39",-0.0860079872690871,1.36359582805839
"40",0.368080289748909,1.72937250996995
"41",-0.271494206939639,1.37926732742329
"42",-0.0859264618788124,-0.127662573750838
"43",-0.190750153683344,-0.461333357787814
"44",-0.781679768391051,1.02239787730549
"45",0.792436346460761,-0.814298088654853
"46",-0.28286988623389,-1.03846880699277
"47",-0.236625531902745,0.928450553143057
"48",1.17183009101022,1.72983145002732
"49",0.496942768505321,-0.925139825948684
"50",-0.887370979477135,-2.2834979593885
"51",-1.30695315836496,-2.38160058115405
"52",-2.43276412040427,-2.02554558512495
"53",-0.407188960959958,-0.335098643325459
"54",-0.285665299455223,-1.30878131266949
"55",1.52221488310337,1.20100315334525
"56",-0.998106907437742,-0.946268900068486
"57",-0.289973726127379,0.206256579940999
"58",-1.23683924300474,-0.675447507316727
"59",-0.359506962064002,-2.70015447021752
"60",0.543559153033075,0.42254755209331
"61",-0.403647282894893,-0.0543899228706378
"62",1.30330893265591,1.32896747385231
"63",-0.717117243405944,1.33137979803966
"64",-1.01270788405516,-0.92476923081864
"65",0.831992902158869,2.24774586894653
"66",1.33764359604195,0.868256457487716
"67",0.601693509867379,-0.198217563055149
"68",1.30285098047145,1.10466637601686
"69",-0.881700578927026,-1.54068478518396
"70",-0.824529071304578,-1.33700787719544
"71",-0.984356518466055,-1.1391602659206
"72",-1.38499150721135,0.70269993294853
"73",-0.358842560435759,-1.69451276977832
"74",-0.226618229456359,0.801938547570983
"75",-0.941077436691343,-0.733188708932247
"76",2.4603359481276,-0.048372817002224
"77",0.716797281412897,0.602336759898045
"78",-0.248087023209405,-1.01849037378952
"79",1.01077288944297,0.0529780222228798
"80",2.31304863448491,1.75235887915611
"81",0.835179797449368,0.98571487565829
"82",-1.07190333913753,-1.24729787324372
"83",-1.6505261438491,0.215464529577012
"84",-0.60048569030458,-0.420940526974254
"85",-0.0585293830470613,0.127620874053089
"86",0.0757267446338611,-0.522149221026395
"87",-1.15783156137448,0.590893742238611
"88",1.67360608794112,0.114623316085095
"89",-1.04398823978305,-0.418944284341397
"90",0.0146874765920298,-0.558746620672602
"91",0.675321970429067,1.48262978763307
"92",1.77834230986132,0.942774111448264
"93",-1.29576363940663,-1.0852038131022
"94",0.0796020218474959,-0.539100814053817
"95",2.2608577144194,0.673224840266669
"96",0.479090923233913,1.45477446090542
"97",-0.535019997432816,-0.399174811276031
"98",-0.773129330645406,-0.957174849520677
"99",0.403634339015336,1.39603816898688
"100",-0.58849643871802,-0.497285090817856
